 v-sweep         v(V1)           v(V2)           v(Vout)        
 5.60000000e-02  5.60000000e-02  1.00000000e-01  6.90689188e-01 
 5.70000000e-02  5.70000000e-02  1.00000000e-01  6.90690420e-01 
 5.80000000e-02  5.80000000e-02  1.00000000e-01  6.90691079e-01 
 5.90000000e-02  5.90000000e-02  1.00000000e-01  6.90692275e-01 
 6.00000000e-02  6.00000000e-02  1.00000000e-01  6.90692907e-01 
 6.10000000e-02  6.10000000e-02  1.00000000e-01  6.90693586e-01 
 6.20000000e-02  6.20000000e-02  1.00000000e-01  6.90694353e-01 
 6.30000000e-02  6.30000000e-02  1.00000000e-01  6.90695281e-01 
 6.40000000e-02  6.40000000e-02  1.00000000e-01  6.90695998e-01 
 6.50000000e-02  6.50000000e-02  1.00000000e-01  6.90697090e-01 
 6.60000000e-02  6.60000000e-02  1.00000000e-01  6.90697880e-01 
 6.70000000e-02  6.70000000e-02  1.00000000e-01  6.90698777e-01 
 6.80000000e-02  6.80000000e-02  1.00000000e-01  6.90699830e-01 
 6.90000000e-02  6.90000000e-02  1.00000000e-01  6.90700780e-01 
 7.00000000e-02  7.00000000e-02  1.00000000e-01  6.90702241e-01 
 7.10000000e-02  7.10000000e-02  1.00000000e-01  6.90703346e-01 
 7.20000000e-02  7.20000000e-02  1.00000000e-01  6.90703792e-01 
 7.30000000e-02  7.30000000e-02  1.00000000e-01  6.90705653e-01 
 7.40000000e-02  7.40000000e-02  1.00000000e-01  6.90706239e-01 
 7.50000000e-02  7.50000000e-02  1.00000000e-01  6.90707902e-01 
 7.60000000e-02  7.60000000e-02  1.00000000e-01  6.90708411e-01 
 7.70000000e-02  7.70000000e-02  1.00000000e-01  6.90710414e-01 
 7.80000000e-02  7.80000000e-02  1.00000000e-01  6.90711358e-01 
 7.90000000e-02  7.90000000e-02  1.00000000e-01  6.90712999e-01 
 8.00000000e-02  8.00000000e-02  1.00000000e-01  6.90713745e-01 
 8.10000000e-02  8.10000000e-02  1.00000000e-01  6.90715844e-01 
 8.20000000e-02  8.20000000e-02  1.00000000e-01  6.90717329e-01 
 8.30000000e-02  8.30000000e-02  1.00000000e-01  6.90718344e-01 
 8.40000000e-02  8.40000000e-02  1.00000000e-01  6.90720026e-01 
 8.50000000e-02  8.50000000e-02  1.00000000e-01  6.90721553e-01 
 8.60000000e-02  8.60000000e-02  1.00000000e-01  6.90723141e-01 
 8.70000000e-02  8.70000000e-02  1.00000000e-01  6.90725160e-01 
 8.80000000e-02  8.80000000e-02  1.00000000e-01  6.90726050e-01 
 8.90000000e-02  8.90000000e-02  1.00000000e-01  6.90728426e-01 
 9.00000000e-02  9.00000000e-02  1.00000000e-01  6.90730209e-01 
 9.10000000e-02  9.10000000e-02  1.00000000e-01  6.90732178e-01 
 9.20000000e-02  9.20000000e-02  1.00000000e-01  6.90733653e-01 
 9.30000000e-02  9.30000000e-02  1.00000000e-01  6.90735505e-01 
 9.40000000e-02  9.40000000e-02  1.00000000e-01  6.90737996e-01 
 9.50000000e-02  9.50000000e-02  1.00000000e-01  6.90739623e-01 
 9.60000000e-02  9.60000000e-02  1.00000000e-01  6.90741409e-01 
 9.70000000e-02  9.70000000e-02  1.00000000e-01  6.90743886e-01 
 9.80000000e-02  9.80000000e-02  1.00000000e-01  6.90746056e-01 
 9.90000000e-02  9.90000000e-02  1.00000000e-01  6.90748566e-01 
 1.00000000e-01  1.00000000e-01  1.00000000e-01  6.90750884e-01 
 1.01000000e-01  1.01000000e-01  1.00000000e-01  6.90753117e-01 
 1.02000000e-01  1.02000000e-01  1.00000000e-01  6.90755905e-01 
 1.03000000e-01  1.03000000e-01  1.00000000e-01  6.90758333e-01 
 1.04000000e-01  1.04000000e-01  1.00000000e-01  6.90760825e-01 
 1.05000000e-01  1.05000000e-01  1.00000000e-01  6.90763479e-01 
 1.06000000e-01  1.06000000e-01  1.00000000e-01  6.90766083e-01 
 1.07000000e-01  1.07000000e-01  1.00000000e-01  6.90768989e-01 
 1.08000000e-01  1.08000000e-01  1.00000000e-01  6.90771830e-01 
 1.09000000e-01  1.09000000e-01  1.00000000e-01  6.90774746e-01 
 1.10000000e-01  1.10000000e-01  1.00000000e-01  6.90778338e-01 
 1.11000000e-01  1.11000000e-01  1.00000000e-01  6.90781041e-01 
 1.12000000e-01  1.12000000e-01  1.00000000e-01  6.90784287e-01 
 1.13000000e-01  1.13000000e-01  1.00000000e-01  6.90787759e-01 
 1.14000000e-01  1.14000000e-01  1.00000000e-01  6.90791214e-01 
 1.15000000e-01  1.15000000e-01  1.00000000e-01  6.90794551e-01 
 1.16000000e-01  1.16000000e-01  1.00000000e-01  6.90798619e-01 
 1.17000000e-01  1.17000000e-01  1.00000000e-01  6.90801733e-01 
 1.18000000e-01  1.18000000e-01  1.00000000e-01  6.90805357e-01 
 1.19000000e-01  1.19000000e-01  1.00000000e-01  6.90809235e-01 
 1.20000000e-01  1.20000000e-01  1.00000000e-01  6.90813991e-01 
 1.21000000e-01  1.21000000e-01  1.00000000e-01  6.90817976e-01 
 1.22000000e-01  1.22000000e-01  1.00000000e-01  6.90821874e-01 
 1.23000000e-01  1.23000000e-01  1.00000000e-01  6.90826443e-01 
 1.24000000e-01  1.24000000e-01  1.00000000e-01  6.90830805e-01 
 1.25000000e-01  1.25000000e-01  1.00000000e-01  6.90835278e-01 
 1.26000000e-01  1.26000000e-01  1.00000000e-01  6.90839761e-01 
 1.27000000e-01  1.27000000e-01  1.00000000e-01  6.90844879e-01 
 1.28000000e-01  1.28000000e-01  1.00000000e-01  6.90849668e-01 
 1.29000000e-01  1.29000000e-01  1.00000000e-01  6.90854793e-01 
 1.30000000e-01  1.30000000e-01  1.00000000e-01  6.90859964e-01 
 1.31000000e-01  1.31000000e-01  1.00000000e-01  6.90865257e-01 
 1.32000000e-01  1.32000000e-01  1.00000000e-01  6.90871288e-01 
 1.33000000e-01  1.33000000e-01  1.00000000e-01  6.90876841e-01 
 1.34000000e-01  1.34000000e-01  1.00000000e-01  6.90882232e-01 
 1.35000000e-01  1.35000000e-01  1.00000000e-01  6.90888289e-01 
 1.36000000e-01  1.36000000e-01  1.00000000e-01  6.90894718e-01 
 1.37000000e-01  1.37000000e-01  1.00000000e-01  6.90900540e-01 
 1.38000000e-01  1.38000000e-01  1.00000000e-01  6.90907362e-01 
 1.39000000e-01  1.39000000e-01  1.00000000e-01  6.90914151e-01 
 1.40000000e-01  1.40000000e-01  1.00000000e-01  6.90920515e-01 
 1.41000000e-01  1.41000000e-01  1.00000000e-01  6.90927792e-01 
 1.42000000e-01  1.42000000e-01  1.00000000e-01  6.90934998e-01 
 1.43000000e-01  1.43000000e-01  1.00000000e-01  6.90942352e-01 
 1.44000000e-01  1.44000000e-01  1.00000000e-01  6.90950126e-01 
 1.45000000e-01  1.45000000e-01  1.00000000e-01  6.90957753e-01 
 1.46000000e-01  1.46000000e-01  1.00000000e-01  6.90965754e-01 
 1.47000000e-01  1.47000000e-01  1.00000000e-01  6.90973849e-01 
 1.48000000e-01  1.48000000e-01  1.00000000e-01  6.90982213e-01 
 1.49000000e-01  1.49000000e-01  1.00000000e-01  6.90991103e-01 
 1.50000000e-01  1.50000000e-01  1.00000000e-01  6.91000381e-01 
 1.51000000e-01  1.51000000e-01  1.00000000e-01  6.91009264e-01 
 1.52000000e-01  1.52000000e-01  1.00000000e-01  6.91018685e-01 
 1.53000000e-01  1.53000000e-01  1.00000000e-01  6.91028627e-01 
 1.54000000e-01  1.54000000e-01  1.00000000e-01  6.91038103e-01 
 1.55000000e-01  1.55000000e-01  1.00000000e-01  6.91048651e-01 
 1.56000000e-01  1.56000000e-01  1.00000000e-01  6.91059002e-01 
 1.57000000e-01  1.57000000e-01  1.00000000e-01  6.91069406e-01 
 1.58000000e-01  1.58000000e-01  1.00000000e-01  6.91080131e-01 
 1.59000000e-01  1.59000000e-01  1.00000000e-01  6.91091956e-01 
 1.60000000e-01  1.60000000e-01  1.00000000e-01  6.91103875e-01 
 1.61000000e-01  1.61000000e-01  1.00000000e-01  6.91115452e-01 
 1.62000000e-01  1.62000000e-01  1.00000000e-01  6.91127677e-01 
 1.63000000e-01  1.63000000e-01  1.00000000e-01  6.91140350e-01 
 1.64000000e-01  1.64000000e-01  1.00000000e-01  6.91153233e-01 
 1.65000000e-01  1.65000000e-01  1.00000000e-01  6.91166994e-01 
 1.66000000e-01  1.66000000e-01  1.00000000e-01  6.91180410e-01 
 1.67000000e-01  1.67000000e-01  1.00000000e-01  6.91194203e-01 
 1.68000000e-01  1.68000000e-01  1.00000000e-01  6.91208865e-01 
 1.69000000e-01  1.69000000e-01  1.00000000e-01  6.91223798e-01 
 1.70000000e-01  1.70000000e-01  1.00000000e-01  6.91238711e-01 
 1.71000000e-01  1.71000000e-01  1.00000000e-01  6.91254510e-01 
 1.72000000e-01  1.72000000e-01  1.00000000e-01  6.91270074e-01 
 1.73000000e-01  1.73000000e-01  1.00000000e-01  6.91287042e-01 
 1.74000000e-01  1.74000000e-01  1.00000000e-01  6.91304418e-01 
 1.75000000e-01  1.75000000e-01  1.00000000e-01  6.91321045e-01 
 1.76000000e-01  1.76000000e-01  1.00000000e-01  6.91339532e-01 
 1.77000000e-01  1.77000000e-01  1.00000000e-01  6.91358050e-01 
 1.78000000e-01  1.78000000e-01  1.00000000e-01  6.91376239e-01 
 1.79000000e-01  1.79000000e-01  1.00000000e-01  6.91395973e-01 
 1.80000000e-01  1.80000000e-01  1.00000000e-01  6.91415854e-01 
 1.81000000e-01  1.81000000e-01  1.00000000e-01  6.91436182e-01 
 1.82000000e-01  1.82000000e-01  1.00000000e-01  6.91456977e-01 
 1.83000000e-01  1.83000000e-01  1.00000000e-01  6.91478854e-01 
 1.84000000e-01  1.84000000e-01  1.00000000e-01  6.91500588e-01 
 1.85000000e-01  1.85000000e-01  1.00000000e-01  6.91523133e-01 
 1.86000000e-01  1.86000000e-01  1.00000000e-01  6.91546697e-01 
 1.87000000e-01  1.87000000e-01  1.00000000e-01  6.91570977e-01 
 1.88000000e-01  1.88000000e-01  1.00000000e-01  6.91595417e-01 
 1.89000000e-01  1.89000000e-01  1.00000000e-01  6.91620711e-01 
 1.90000000e-01  1.90000000e-01  1.00000000e-01  6.91646869e-01 
 1.91000000e-01  1.91000000e-01  1.00000000e-01  6.91673140e-01 
 1.92000000e-01  1.92000000e-01  1.00000000e-01  6.91700702e-01 
 1.93000000e-01  1.93000000e-01  1.00000000e-01  6.91728954e-01 
 1.94000000e-01  1.94000000e-01  1.00000000e-01  6.91758249e-01 
 1.95000000e-01  1.95000000e-01  1.00000000e-01  6.91787442e-01 
 1.96000000e-01  1.96000000e-01  1.00000000e-01  6.91817598e-01 
 1.97000000e-01  1.97000000e-01  1.00000000e-01  6.91849557e-01 
 1.98000000e-01  1.98000000e-01  1.00000000e-01  6.91881702e-01 
 1.99000000e-01  1.99000000e-01  1.00000000e-01  6.91913840e-01 
 2.00000000e-01  2.00000000e-01  1.00000000e-01  6.91948427e-01 
 2.01000000e-01  2.01000000e-01  1.00000000e-01  6.91983469e-01 
 2.02000000e-01  2.02000000e-01  1.00000000e-01  6.92018904e-01 
 2.03000000e-01  2.03000000e-01  1.00000000e-01  6.92055464e-01 
 2.04000000e-01  2.04000000e-01  1.00000000e-01  6.92093177e-01 
 2.05000000e-01  2.05000000e-01  1.00000000e-01  6.92131902e-01 
 2.06000000e-01  2.06000000e-01  1.00000000e-01  6.92171963e-01 
 2.07000000e-01  2.07000000e-01  1.00000000e-01  6.92213190e-01 
 2.08000000e-01  2.08000000e-01  1.00000000e-01  6.92255134e-01 
 2.09000000e-01  2.09000000e-01  1.00000000e-01  6.92298357e-01 
 2.10000000e-01  2.10000000e-01  1.00000000e-01  6.92342205e-01 
 2.11000000e-01  2.11000000e-01  1.00000000e-01  6.92387906e-01 
 2.12000000e-01  2.12000000e-01  1.00000000e-01  6.92434246e-01 
 2.13000000e-01  2.13000000e-01  1.00000000e-01  6.92482257e-01 
 2.14000000e-01  2.14000000e-01  1.00000000e-01  6.92532096e-01 
 2.15000000e-01  2.15000000e-01  1.00000000e-01  6.92582467e-01 
 2.16000000e-01  2.16000000e-01  1.00000000e-01  6.92634139e-01 
 2.17000000e-01  2.17000000e-01  1.00000000e-01  6.92687703e-01 
 2.18000000e-01  2.18000000e-01  1.00000000e-01  6.92742040e-01 
 2.19000000e-01  2.19000000e-01  1.00000000e-01  6.92798641e-01 
 2.20000000e-01  2.20000000e-01  1.00000000e-01  6.92856359e-01 
 2.21000000e-01  2.21000000e-01  1.00000000e-01  6.92915863e-01 
 2.22000000e-01  2.22000000e-01  1.00000000e-01  6.92977073e-01 
 2.23000000e-01  2.23000000e-01  1.00000000e-01  6.93039041e-01 
 2.24000000e-01  2.24000000e-01  1.00000000e-01  6.93104273e-01 
 2.25000000e-01  2.25000000e-01  1.00000000e-01  6.93169468e-01 
 2.26000000e-01  2.26000000e-01  1.00000000e-01  6.93237286e-01 
 2.27000000e-01  2.27000000e-01  1.00000000e-01  6.93307300e-01 
 2.28000000e-01  2.28000000e-01  1.00000000e-01  6.93378701e-01 
 2.29000000e-01  2.29000000e-01  1.00000000e-01  6.93452821e-01 
 2.30000000e-01  2.30000000e-01  1.00000000e-01  6.93527945e-01 
 2.31000000e-01  2.31000000e-01  1.00000000e-01  6.93605866e-01 
 2.32000000e-01  2.32000000e-01  1.00000000e-01  6.93684884e-01 
 2.33000000e-01  2.33000000e-01  1.00000000e-01  6.93766909e-01 
 2.34000000e-01  2.34000000e-01  1.00000000e-01  6.93851106e-01 
 2.35000000e-01  2.35000000e-01  1.00000000e-01  6.93936737e-01 
 2.36000000e-01  2.36000000e-01  1.00000000e-01  6.94025564e-01 
 2.37000000e-01  2.37000000e-01  1.00000000e-01  6.94116378e-01 
 2.38000000e-01  2.38000000e-01  1.00000000e-01  6.94209771e-01 
 2.39000000e-01  2.39000000e-01  1.00000000e-01  6.94305663e-01 
 2.40000000e-01  2.40000000e-01  1.00000000e-01  6.94403941e-01 
 2.41000000e-01  2.41000000e-01  1.00000000e-01  6.94505401e-01 
 2.42000000e-01  2.42000000e-01  1.00000000e-01  6.94609568e-01 
 2.43000000e-01  2.43000000e-01  1.00000000e-01  6.94716451e-01 
 2.44000000e-01  2.44000000e-01  1.00000000e-01  6.94825121e-01 
 2.45000000e-01  2.45000000e-01  1.00000000e-01  6.94938367e-01 
 2.46000000e-01  2.46000000e-01  1.00000000e-01  6.95053720e-01 
 2.47000000e-01  2.47000000e-01  1.00000000e-01  6.95172211e-01 
 2.48000000e-01  2.48000000e-01  1.00000000e-01  6.95294165e-01 
 2.49000000e-01  2.49000000e-01  1.00000000e-01  6.95419358e-01 
 2.50000000e-01  2.50000000e-01  1.00000000e-01  6.95547713e-01 
 2.51000000e-01  2.51000000e-01  1.00000000e-01  6.95679654e-01 
 2.52000000e-01  2.52000000e-01  1.00000000e-01  6.95814982e-01 
 2.53000000e-01  2.53000000e-01  1.00000000e-01  6.95954646e-01 
 2.54000000e-01  2.54000000e-01  1.00000000e-01  6.96097485e-01 
 2.55000000e-01  2.55000000e-01  1.00000000e-01  6.96244208e-01 
 2.56000000e-01  2.56000000e-01  1.00000000e-01  6.96395653e-01 
 2.57000000e-01  2.57000000e-01  1.00000000e-01  6.96550133e-01 
 2.58000000e-01  2.58000000e-01  1.00000000e-01  6.96709148e-01 
 2.59000000e-01  2.59000000e-01  1.00000000e-01  6.96872419e-01 
 2.60000000e-01  2.60000000e-01  1.00000000e-01  6.97040690e-01 
 2.61000000e-01  2.61000000e-01  1.00000000e-01  6.97212392e-01 
 2.62000000e-01  2.62000000e-01  1.00000000e-01  6.97388883e-01 
 2.63000000e-01  2.63000000e-01  1.00000000e-01  6.97570576e-01 
 2.64000000e-01  2.64000000e-01  1.00000000e-01  6.97757246e-01 
 2.65000000e-01  2.65000000e-01  1.00000000e-01  6.97949124e-01 
 2.66000000e-01  2.66000000e-01  1.00000000e-01  6.98145658e-01 
 2.67000000e-01  2.67000000e-01  1.00000000e-01  6.98347294e-01 
 2.68000000e-01  2.68000000e-01  1.00000000e-01  6.98555222e-01 
 2.69000000e-01  2.69000000e-01  1.00000000e-01  6.98768357e-01 
 2.70000000e-01  2.70000000e-01  1.00000000e-01  6.98986564e-01 
 2.71000000e-01  2.71000000e-01  1.00000000e-01  6.99211372e-01 
 2.72000000e-01  2.72000000e-01  1.00000000e-01  6.99442467e-01 
 2.73000000e-01  2.73000000e-01  1.00000000e-01  6.99679212e-01 
 2.74000000e-01  2.74000000e-01  1.00000000e-01  6.99922317e-01 
 2.75000000e-01  2.75000000e-01  1.00000000e-01  7.00172295e-01 
 2.76000000e-01  2.76000000e-01  1.00000000e-01  7.00428670e-01 
 2.77000000e-01  2.77000000e-01  1.00000000e-01  7.00692438e-01 
 2.78000000e-01  2.78000000e-01  1.00000000e-01  7.00962527e-01 
 2.79000000e-01  2.79000000e-01  1.00000000e-01  7.01239992e-01 
 2.80000000e-01  2.80000000e-01  1.00000000e-01  7.01526000e-01 
 2.81000000e-01  2.81000000e-01  1.00000000e-01  7.01819070e-01 
 2.82000000e-01  2.82000000e-01  1.00000000e-01  7.02119857e-01 
 2.83000000e-01  2.83000000e-01  1.00000000e-01  7.02428651e-01 
 2.84000000e-01  2.84000000e-01  1.00000000e-01  7.02745830e-01 
 2.85000000e-01  2.85000000e-01  1.00000000e-01  7.03071728e-01 
 2.86000000e-01  2.86000000e-01  1.00000000e-01  7.03406543e-01 
 2.87000000e-01  2.87000000e-01  1.00000000e-01  7.03749686e-01 
 2.88000000e-01  2.88000000e-01  1.00000000e-01  7.04102511e-01 
 2.89000000e-01  2.89000000e-01  1.00000000e-01  7.04464909e-01 
 2.90000000e-01  2.90000000e-01  1.00000000e-01  7.04836681e-01 
 2.91000000e-01  2.91000000e-01  1.00000000e-01  7.05218677e-01 
 2.92000000e-01  2.92000000e-01  1.00000000e-01  7.05610706e-01 
 2.93000000e-01  2.93000000e-01  1.00000000e-01  7.06013812e-01 
 2.94000000e-01  2.94000000e-01  1.00000000e-01  7.06427261e-01 
 2.95000000e-01  2.95000000e-01  1.00000000e-01  7.06852308e-01 
 2.96000000e-01  2.96000000e-01  1.00000000e-01  7.07287991e-01 
 2.97000000e-01  2.97000000e-01  1.00000000e-01  7.07736381e-01 
 2.98000000e-01  2.98000000e-01  1.00000000e-01  7.08196388e-01 
 2.99000000e-01  2.99000000e-01  1.00000000e-01  7.08668445e-01 
 3.00000000e-01  3.00000000e-01  1.00000000e-01  7.09153340e-01 
 3.01000000e-01  3.01000000e-01  1.00000000e-01  7.09651761e-01 
 3.02000000e-01  3.02000000e-01  1.00000000e-01  7.10162283e-01 
 3.03000000e-01  3.03000000e-01  1.00000000e-01  7.10687422e-01 
 3.04000000e-01  3.04000000e-01  1.00000000e-01  7.11226637e-01 
 3.05000000e-01  3.05000000e-01  1.00000000e-01  7.11780330e-01 
 3.06000000e-01  3.06000000e-01  1.00000000e-01  7.12348844e-01 
 3.07000000e-01  3.07000000e-01  1.00000000e-01  7.12932468e-01 
 3.08000000e-01  3.08000000e-01  1.00000000e-01  7.13531981e-01 
 3.09000000e-01  3.09000000e-01  1.00000000e-01  7.14147918e-01 
 3.10000000e-01  3.10000000e-01  1.00000000e-01  7.14779644e-01 
 3.11000000e-01  3.11000000e-01  1.00000000e-01  7.15428943e-01 
 3.12000000e-01  3.12000000e-01  1.00000000e-01  7.16095000e-01 
 3.13000000e-01  3.13000000e-01  1.00000000e-01  7.16779436e-01 
 3.14000000e-01  3.14000000e-01  1.00000000e-01  7.17482632e-01 
 3.15000000e-01  3.15000000e-01  1.00000000e-01  7.18204136e-01 
 3.16000000e-01  3.16000000e-01  1.00000000e-01  7.18944774e-01 
 3.17000000e-01  3.17000000e-01  1.00000000e-01  7.19705303e-01 
 3.18000000e-01  3.18000000e-01  1.00000000e-01  7.20486689e-01 
 3.19000000e-01  3.19000000e-01  1.00000000e-01  7.21289261e-01 
 3.20000000e-01  3.20000000e-01  1.00000000e-01  7.22112417e-01 
 3.21000000e-01  3.21000000e-01  1.00000000e-01  7.22958215e-01 
 3.22000000e-01  3.22000000e-01  1.00000000e-01  7.23826935e-01 
 3.23000000e-01  3.23000000e-01  1.00000000e-01  7.24718946e-01 
 3.24000000e-01  3.24000000e-01  1.00000000e-01  7.25634099e-01 
 3.25000000e-01  3.25000000e-01  1.00000000e-01  7.26574367e-01 
 3.26000000e-01  3.26000000e-01  1.00000000e-01  7.27539809e-01 
 3.27000000e-01  3.27000000e-01  1.00000000e-01  7.28531810e-01 
 3.28000000e-01  3.28000000e-01  1.00000000e-01  7.29549221e-01 
 3.29000000e-01  3.29000000e-01  1.00000000e-01  7.30594203e-01 
 3.30000000e-01  3.30000000e-01  1.00000000e-01  7.31667481e-01 
 3.31000000e-01  3.31000000e-01  1.00000000e-01  7.32768799e-01 
 3.32000000e-01  3.32000000e-01  1.00000000e-01  7.33900519e-01 
 3.33000000e-01  3.33000000e-01  1.00000000e-01  7.35062241e-01 
 3.34000000e-01  3.34000000e-01  1.00000000e-01  7.36254850e-01 
 3.35000000e-01  3.35000000e-01  1.00000000e-01  7.37479393e-01 
 3.36000000e-01  3.36000000e-01  1.00000000e-01  7.38736720e-01 
 3.37000000e-01  3.37000000e-01  1.00000000e-01  7.40028189e-01 
 3.38000000e-01  3.38000000e-01  1.00000000e-01  7.41353537e-01 
 3.39000000e-01  3.39000000e-01  1.00000000e-01  7.42714778e-01 
 3.40000000e-01  3.40000000e-01  1.00000000e-01  7.44112439e-01 
 3.41000000e-01  3.41000000e-01  1.00000000e-01  7.45547837e-01 
 3.42000000e-01  3.42000000e-01  1.00000000e-01  7.47020742e-01 
 3.43000000e-01  3.43000000e-01  1.00000000e-01  7.48534306e-01 
 3.44000000e-01  3.44000000e-01  1.00000000e-01  7.50087166e-01 
 3.45000000e-01  3.45000000e-01  1.00000000e-01  7.51681441e-01 
 3.46000000e-01  3.46000000e-01  1.00000000e-01  7.53319456e-01 
 3.47000000e-01  3.47000000e-01  1.00000000e-01  7.55000041e-01 
 3.48000000e-01  3.48000000e-01  1.00000000e-01  7.56726234e-01 
 3.49000000e-01  3.49000000e-01  1.00000000e-01  7.58497590e-01 
 3.50000000e-01  3.50000000e-01  1.00000000e-01  7.60316849e-01 
 3.51000000e-01  3.51000000e-01  1.00000000e-01  7.62184564e-01 
 3.52000000e-01  3.52000000e-01  1.00000000e-01  7.64102076e-01 
 3.53000000e-01  3.53000000e-01  1.00000000e-01  7.66070891e-01 
 3.54000000e-01  3.54000000e-01  1.00000000e-01  7.68092320e-01 
 3.55000000e-01  3.55000000e-01  1.00000000e-01  7.70167106e-01 
 3.56000000e-01  3.56000000e-01  1.00000000e-01  7.72297196e-01 
 3.57000000e-01  3.57000000e-01  1.00000000e-01  7.74484141e-01 
 3.58000000e-01  3.58000000e-01  1.00000000e-01  7.76729559e-01 
 3.59000000e-01  3.59000000e-01  1.00000000e-01  7.79034078e-01 
 3.60000000e-01  3.60000000e-01  1.00000000e-01  7.81399990e-01 
 3.61000000e-01  3.61000000e-01  1.00000000e-01  7.83828535e-01 
 3.62000000e-01  3.62000000e-01  1.00000000e-01  7.86321303e-01 
 3.63000000e-01  3.63000000e-01  1.00000000e-01  7.88880359e-01 
 3.64000000e-01  3.64000000e-01  1.00000000e-01  7.91507898e-01 
 3.65000000e-01  3.65000000e-01  1.00000000e-01  7.94204020e-01 
 3.66000000e-01  3.66000000e-01  1.00000000e-01  7.96971926e-01 
 3.67000000e-01  3.67000000e-01  1.00000000e-01  7.99812812e-01 
 3.68000000e-01  3.68000000e-01  1.00000000e-01  8.02728815e-01 
 3.69000000e-01  3.69000000e-01  1.00000000e-01  8.05722059e-01 
 3.70000000e-01  3.70000000e-01  1.00000000e-01  8.08793783e-01 
 3.71000000e-01  3.71000000e-01  1.00000000e-01  8.11945751e-01 
 3.72000000e-01  3.72000000e-01  1.00000000e-01  8.15181532e-01 
 3.73000000e-01  3.73000000e-01  1.00000000e-01  8.18500935e-01 
 3.74000000e-01  3.74000000e-01  1.00000000e-01  8.21908473e-01 
 3.75000000e-01  3.75000000e-01  1.00000000e-01  8.25404987e-01 
 3.76000000e-01  3.76000000e-01  1.00000000e-01  8.28993009e-01 
 3.77000000e-01  3.77000000e-01  1.00000000e-01  8.32674405e-01 
 3.78000000e-01  3.78000000e-01  1.00000000e-01  8.36451389e-01 
 3.79000000e-01  3.79000000e-01  1.00000000e-01  8.40326878e-01 
 3.80000000e-01  3.80000000e-01  1.00000000e-01  8.44303277e-01 
 3.81000000e-01  3.81000000e-01  1.00000000e-01  8.48382326e-01 
 3.82000000e-01  3.82000000e-01  1.00000000e-01  8.52566952e-01 
 3.83000000e-01  3.83000000e-01  1.00000000e-01  8.56859636e-01 
 3.84000000e-01  3.84000000e-01  1.00000000e-01  8.61262123e-01 
 3.85000000e-01  3.85000000e-01  1.00000000e-01  8.65778019e-01 
 3.86000000e-01  3.86000000e-01  1.00000000e-01  8.70410054e-01 
 3.87000000e-01  3.87000000e-01  1.00000000e-01  8.75159528e-01 
 3.88000000e-01  3.88000000e-01  1.00000000e-01  8.80029282e-01 
 3.89000000e-01  3.89000000e-01  1.00000000e-01  8.85023782e-01 
 3.90000000e-01  3.90000000e-01  1.00000000e-01  8.90143361e-01 
 3.91000000e-01  3.91000000e-01  1.00000000e-01  8.95392729e-01 
 3.92000000e-01  3.92000000e-01  1.00000000e-01  9.00773395e-01 
 3.93000000e-01  3.93000000e-01  1.00000000e-01  9.06287991e-01 
 3.94000000e-01  3.94000000e-01  1.00000000e-01  9.11940275e-01 
 3.95000000e-01  3.95000000e-01  1.00000000e-01  9.17732164e-01 
 3.96000000e-01  3.96000000e-01  1.00000000e-01  9.23666663e-01 
 3.97000000e-01  3.97000000e-01  1.00000000e-01  9.29746730e-01 
 3.98000000e-01  3.98000000e-01  1.00000000e-01  9.35975165e-01 
 3.99000000e-01  3.99000000e-01  1.00000000e-01  9.42354524e-01 
 4.00000000e-01  4.00000000e-01  1.00000000e-01  9.48886677e-01 
 4.01000000e-01  4.01000000e-01  1.00000000e-01  9.55575633e-01 
 4.02000000e-01  4.02000000e-01  1.00000000e-01  9.62423071e-01 
 4.03000000e-01  4.03000000e-01  1.00000000e-01  9.69432006e-01 
 4.04000000e-01  4.04000000e-01  1.00000000e-01  9.76604270e-01 
 4.05000000e-01  4.05000000e-01  1.00000000e-01  9.83943233e-01 
 4.06000000e-01  4.06000000e-01  1.00000000e-01  9.91449578e-01 
 4.07000000e-01  4.07000000e-01  1.00000000e-01  9.99127153e-01 
 4.08000000e-01  4.08000000e-01  1.00000000e-01  1.00697589e+00 
 4.09000000e-01  4.09000000e-01  1.00000000e-01  1.01499973e+00 
 4.10000000e-01  4.10000000e-01  1.00000000e-01  1.02319862e+00 
 4.11000000e-01  4.11000000e-01  1.00000000e-01  1.03157532e+00 
 4.12000000e-01  4.12000000e-01  1.00000000e-01  1.04012968e+00 
 4.13000000e-01  4.13000000e-01  1.00000000e-01  1.04886278e+00 
 4.14000000e-01  4.14000000e-01  1.00000000e-01  1.05777626e+00 
 4.15000000e-01  4.15000000e-01  1.00000000e-01  1.06686796e+00 
 4.16000000e-01  4.16000000e-01  1.00000000e-01  1.07613975e+00 
 4.17000000e-01  4.17000000e-01  1.00000000e-01  1.08558996e+00 
 4.18000000e-01  4.18000000e-01  1.00000000e-01  1.09521712e+00 
 4.19000000e-01  4.19000000e-01  1.00000000e-01  1.10501905e+00 
 4.20000000e-01  4.20000000e-01  1.00000000e-01  1.11499337e+00 
 4.21000000e-01  4.21000000e-01  1.00000000e-01  1.12513724e+00 
 4.22000000e-01  4.22000000e-01  1.00000000e-01  1.13544314e+00 
