 frequency       Tmag            Tphase         
 1.00000000e+00  5.34050478e+01 -5.87737332e-03 
 1.12201845e+00  5.34050468e+01 -6.59452058e-03 
 1.25892541e+00  5.34050463e+01 -7.39917335e-03 
 1.41253754e+00  5.34050458e+01 -8.30200857e-03 
 1.58489319e+00  5.34050477e+01 -9.31500892e-03 
 1.77827941e+00  5.34050457e+01 -1.04516095e-02 
 1.99526231e+00  5.34050442e+01 -1.17268967e-02 
 2.23872114e+00  5.34050456e+01 -1.31577967e-02 
 2.51188643e+00  5.34050446e+01 -1.47632890e-02 
 2.81838293e+00  5.34050460e+01 -1.65646854e-02 
 3.16227766e+00  5.34050469e+01 -1.85858847e-02 
 3.54813389e+00  5.34050453e+01 -2.08537019e-02 
 3.98107171e+00  5.34050451e+01 -2.33982381e-02 
 4.46683592e+00  5.34050459e+01 -2.62532575e-02 
 5.01187234e+00  5.34050442e+01 -2.94566339e-02 
 5.62341325e+00  5.34050449e+01 -3.30508899e-02 
 6.30957344e+00  5.34050440e+01 -3.70837052e-02 
 7.07945784e+00  5.34050455e+01 -4.16086095e-02 
 7.94328235e+00  5.34050415e+01 -4.66856070e-02 
 8.91250938e+00  5.34050452e+01 -5.23821364e-02 
 1.00000000e+01  5.34050413e+01 -5.87736995e-02 
 1.12201845e+01  5.34050421e+01 -6.59451844e-02 
 1.25892541e+01  5.34050406e+01 -7.39917054e-02 
 1.41253754e+01  5.34050372e+01 -8.30200329e-02 
 1.58489319e+01  5.34050373e+01 -9.31500185e-02 
 1.77827941e+01  5.34050334e+01 -1.04516004e-01 
 1.99526231e+01  5.34050296e+01 -1.17268852e-01 
 2.23872114e+01  5.34050220e+01 -1.31577723e-01 
 2.51188643e+01  5.34050190e+01 -1.47632617e-01 
 2.81838293e+01  5.34050081e+01 -1.65646360e-01 
 3.16227766e+01  5.34050021e+01 -1.85858212e-01 
 3.54813389e+01  5.34049913e+01 -2.08536178e-01 
 3.98107171e+01  5.34049749e+01 -2.33981133e-01 
 4.46683592e+01  5.34049557e+01 -2.62530757e-01 
 5.01187234e+01  5.34049330e+01 -2.94563853e-01 
 5.62341325e+01  5.34049018e+01 -3.30505269e-01 
 6.30957344e+01  5.34048654e+01 -3.70831988e-01 
 7.07945784e+01  5.34048218e+01 -4.16078995e-01 
 7.94328235e+01  5.34047590e+01 -4.66846001e-01 
 8.91250938e+01  5.34046863e+01 -5.23806946e-01 
 1.00000000e+02  5.34045914e+01 -5.87716754e-01 
 1.12201845e+02  5.34044721e+01 -6.59422980e-01 
 1.25892541e+02  5.34043212e+01 -7.39876127e-01 
 1.41253754e+02  5.34041317e+01 -8.30142533e-01 
 1.58489319e+02  5.34039016e+01 -9.31419000e-01 
 1.77827941e+02  5.34036029e+01 -1.04504530e+00 
 1.99526231e+02  5.34032289e+01 -1.17252644e+00 
 2.23872114e+02  5.34027566e+01 -1.31554854e+00 
 2.51188643e+02  5.34021639e+01 -1.47600258e+00 
 2.81838293e+02  5.34014184e+01 -1.65600740e+00 
 3.16227766e+02  5.34004783e+01 -1.85793672e+00 
 3.54813389e+02  5.33992989e+01 -2.08445076e+00 
 3.98107171e+02  5.33978100e+01 -2.33852477e+00 
 4.46683592e+02  5.33959387e+01 -2.62349107e+00 
 5.01187234e+02  5.33935834e+01 -2.94307312e+00 
 5.62341325e+02  5.33906190e+01 -3.30143069e+00 
 6.30957344e+02  5.33868917e+01 -3.70320612e+00 
 7.07945784e+02  5.33822066e+01 -4.15357135e+00 
 7.94328235e+02  5.33763103e+01 -4.65827326e+00 
 8.91250938e+02  5.33689000e+01 -5.22369368e+00 
 1.00000000e+03  5.33595884e+01 -5.85688796e+00 
 1.12201845e+03  5.33478937e+01 -6.56563085e+00 
 1.25892541e+03  5.33332163e+01 -7.35844820e+00 
 1.41253754e+03  5.33148123e+01 -8.24463233e+00 
 1.58489319e+03  5.32917527e+01 -9.23422144e+00 
 1.77827941e+03  5.32628927e+01 -1.03379524e+01 
 1.99526231e+03  5.32268324e+01 -1.15671577e+01 
 2.23872114e+03  5.31818552e+01 -1.29335639e+01 
 2.51188643e+03  5.31258879e+01 -1.44490179e+01 
 2.81838293e+03  5.30564369e+01 -1.61250492e+01 
 3.16227766e+03  5.29705605e+01 -1.79723276e+01 
 3.54813389e+03  5.28648035e+01 -1.99998437e+01 
 3.98107171e+03  5.27352226e+01 -2.22140326e+01 
