 frequency       Tmag            Tphase         
 3.16227766e+04  5.25995187e+01 -7.97055505e+01 
 3.54813389e+04  5.16281731e+01 -8.08062009e+01 
 3.98107171e+04  5.06510695e+01 -8.17931530e+01 
 4.46683592e+04  4.96693431e+01 -8.26771351e+01 
 5.01187234e+04  4.86839135e+01 -8.34681823e+01 
 5.62341325e+04  4.76955219e+01 -8.41755649e+01 
 6.30957344e+04  4.67047650e+01 -8.48078077e+01 
 7.07945784e+04  4.57121212e+01 -8.53726838e+01 
 7.94328235e+04  4.47179732e+01 -8.58772307e+01 
 8.91250938e+04  4.37226273e+01 -8.63278484e+01 
 1.00000000e+05  4.27263277e+01 -8.67302777e+01 
 1.12201845e+05  4.17292693e+01 -8.70897109e+01 
 1.25892541e+05  4.07316073e+01 -8.74107962e+01 
 1.41253754e+05  3.97334653e+01 -8.76977218e+01 
 1.58489319e+05  3.87349417e+01 -8.79542324e+01 
 1.77827941e+05  3.77361147e+01 -8.81836945e+01 
 1.99526231e+05  3.67370467e+01 -8.83891255e+01 
 2.23872114e+05  3.57377871e+01 -8.85732299e+01 
 2.51188643e+05  3.47383752e+01 -8.87384359e+01 
 2.81838293e+05  3.37388423e+01 -8.88869261e+01 
 3.16227766e+05  3.27392132e+01 -8.90206648e+01 
 3.54813389e+05  3.17395078e+01 -8.91414200e+01 
 3.98107171e+05  3.07397415e+01 -8.92507911e+01 
 4.46683592e+05  2.97399270e+01 -8.93502267e+01 
 5.01187234e+05  2.87400740e+01 -8.94410446e+01 
 5.62341325e+05  2.77401904e+01 -8.95244492e+01 
 6.30957344e+05  2.67402824e+01 -8.96015450e+01 
 7.07945784e+05  2.57403548e+01 -8.96733550e+01 
 7.94328235e+05  2.47404116e+01 -8.97408323e+01 
 8.91250938e+05  2.37404557e+01 -8.98048711e+01 
 1.00000000e+06  2.27404895e+01 -8.98663210e+01 
 1.12201845e+06  2.17405148e+01 -8.99259976e+01 
 1.25892541e+06  2.07405330e+01 -8.99846926e+01 
 1.41253754e+06  1.97405450e+01 -9.00431844e+01 
 1.58489319e+06  1.87405514e+01 -9.01022496e+01 
 1.77827941e+06  1.77405527e+01 -9.01626715e+01 
 1.99526231e+06  1.67405488e+01 -9.02252518e+01 
 2.23872114e+06  1.57405396e+01 -9.02908213e+01 
 2.51188643e+06  1.47405245e+01 -9.03602497e+01 
 2.81838293e+06  1.37405028e+01 -9.04344581e+01 
 3.16227766e+06  1.27404733e+01 -9.05144314e+01 
 3.54813389e+06  1.17404344e+01 -9.06012304e+01 
 3.98107171e+06  1.07403842e+01 -9.06960069e+01 
 4.46683592e+06  9.74031977e+00 -9.08000184e+01 
 5.01187234e+06  8.74023785e+00 -9.09146445e+01 
 5.62341325e+06  7.74013405e+00 -9.10414061e+01 
 6.30957344e+06  6.74000283e+00 -9.11819844e+01 
 7.07945784e+06  5.73983724e+00 -9.13382442e+01 
 7.94328235e+06  4.73962845e+00 -9.15122576e+01 
 8.91250938e+06  3.73936538e+00 -9.17063321e+01 
 1.00000000e+07  2.73903406e+00 -9.19230407e+01 
 1.12201845e+07  1.73861693e+00 -9.21652557e+01 
 1.25892541e+07  7.38091870e-01 -9.24361865e+01 
 1.41253754e+07 -2.62568905e-01 -9.27394218e+01 
 1.58489319e+07 -1.26340031e+00 -9.30789765e+01 
 1.77827941e+07 -2.26444619e+00 -9.34593435e+01 
 1.99526231e+07 -3.26576155e+00 -9.38855525e+01 
 2.23872114e+07 -4.26741537e+00 -9.43632347e+01 
 2.51188643e+07 -5.26949401e+00 -9.48986948e+01 
 2.81838293e+07 -6.27210545e+00 -9.54989915e+01 
 3.16227766e+07 -7.27538453e+00 -9.61720270e+01 
 3.54813389e+07 -8.27949917e+00 -9.69266468e+01 
 3.98107171e+07 -9.28465802e+00 -9.77727511e+01 
 4.46683592e+07 -1.02911195e+01 -9.87214213e+01 
 5.01187234e+07 -1.12992025e+01 -9.97850646e+01 
 5.62341325e+07 -1.23092991e+01 -1.00977585e+02 
 6.30957344e+07 -1.33218898e+01 -1.02314592e+02 
 7.07945784e+07 -1.43375632e+01 -1.03813671e+02 
 7.94328235e+07 -1.53570433e+01 -1.05494746e+02 
 8.91250938e+07 -1.63812355e+01 -1.07380577e+02 
 1.00000000e+08 -1.74113094e+01 -1.09497417e+02 
 1.12201845e+08 -1.84488502e+01 -1.11875769e+02 
 1.25892541e+08 -1.94961084e+01 -1.14550974e+02 
 1.41253754e+08 -2.05563450e+01 -1.17563209e+02 
 1.58489319e+08 -2.16342089e+01 -1.20956585e+02 
 1.77827941e+08 -2.27360790e+01 -1.24777628e+02 
 1.99526231e+08 -2.38704135e+01 -1.29073783e+02 
 2.23872114e+08 -2.50482958e+01 -1.33891986e+02 
 2.51188643e+08 -2.62844021e+01 -1.39275911e+02 
 2.81838293e+08 -2.75985178e+01 -1.45258933e+02 
 3.16227766e+08 -2.90175268e+01 -1.51848140e+02 
 3.54813389e+08 -3.05773711e+01 -1.58992070e+02 
 3.98107171e+08 -3.23233607e+01 -1.66521605e+02 
 4.46683592e+08 -3.43046040e+01 -1.74054027e+02 
 5.01187234e+08 -3.65534493e+01 -1.80870331e+02 
 5.62341325e+08 -3.90355040e+01 -1.85857378e+02 
 6.30957344e+08 -4.15670955e+01 -1.87819112e+02 
 7.07945784e+08 -4.37846319e+01 -1.86614743e+02 
 7.94328235e+08 -4.53736730e+01 -1.84343110e+02 
 8.91250938e+08 -4.63985445e+01 -1.83911064e+02 
 1.00000000e+09 -4.71671113e+01 -1.86477976e+02 
 1.12201845e+09 -4.79089692e+01 -1.91591883e+02 
 1.25892541e+09 -4.87110961e+01 -1.98426109e+02 
 1.41253754e+09 -4.95804727e+01 -2.06321595e+02 
 1.58489319e+09 -5.04940785e+01 -2.14838597e+02 
 1.77827941e+09 -5.14218530e+01 -2.23690499e+02 
 1.99526231e+09 -5.23354690e+01 -2.32681916e+02 
 2.23872114e+09 -5.32113441e+01 -2.41669124e+02 
 2.51188643e+09 -5.40314763e+01 -2.50538034e+02 
 2.81838293e+09 -5.47834283e+01 -2.59193323e+02 
 3.16227766e+09 -5.54599138e+01 -2.67554063e+02 
 3.54813389e+09 -5.60581479e+01 -2.75552749e+02 
 3.98107171e+09 -5.65790460e+01 -2.83135717e+02 
 4.46683592e+09 -5.70263472e+01 -2.90263672e+02 
 5.01187234e+09 -5.74057428e+01 -2.96911667e+02 
 5.62341325e+09 -5.77240799e+01 -3.03068284e+02 
 6.30957344e+09 -5.79886938e+01 -3.08734098e+02 
 7.07945784e+09 -5.82068935e+01 -3.13919654e+02 
 7.94328235e+09 -5.83856026e+01 -3.18643242e+02 
 8.91250938e+09 -5.85311375e+01 -3.22928723e+02 
 1.00000000e+10 -5.86490974e+01 -3.26803558e+02 
 1.12201845e+10 -5.87443348e+01 -3.30297170e+02 
 1.25892541e+10 -5.88209806e+01 -3.33439630e+02 
 1.41253754e+10 -5.88825027e+01 -3.36260681e+02 
 1.58489319e+10 -5.89317791e+01 -3.38789042e+02 
 1.77827941e+10 -5.89711771e+01 -3.41051945e+02 
 1.99526231e+10 -5.90026298e+01 -3.43074861e+02 
 2.23872114e+10 -5.90277066e+01 -3.44881356e+02 
 2.51188643e+10 -5.90476757e+01 -3.46493056e+02 
 2.81838293e+10 -5.90635575e+01 -3.47929670e+02 
 3.16227766e+10 -5.90761706e+01 -3.49209066e+02 
 3.54813389e+10 -5.90861693e+01 -3.50347370e+02 
 3.98107171e+10 -5.90940753e+01 -3.51359083e+02 
 4.46683592e+10 -5.91003026e+01 -3.52257203e+02 
 5.01187234e+10 -5.91051785e+01 -3.53053346e+02 
 5.62341325e+10 -5.91089600e+01 -3.53757869e+02 
 6.30957344e+10 -5.91118468e+01 -3.54379978e+02 
 7.07945784e+10 -5.91139918e+01 -3.54927834e+02 
 7.94328235e+10 -5.91155089e+01 -3.55408653e+02 
 8.91250938e+10 -5.91164790e+01 -3.55828793e+02 
 1.00000000e+11 -5.91169544e+01 -3.56193835e+02 
 1.12201845e+11 -5.91169615e+01 -3.56508661e+02 
 1.25892541e+11 -5.91165030e+01 -3.56777518e+02 
 1.41253754e+11 -5.91155577e+01 -3.57004086e+02 
 1.58489319e+11 -5.91140808e+01 -3.57191540e+02 
 1.77827941e+11 -5.91120022e+01 -3.57342606e+02 
 1.99526231e+11 -5.91092248e+01 -3.57459628e+02 
 2.23872114e+11 -5.91056218e+01 -3.57544630e+02 
 2.51188643e+11 -5.91010342e+01 -3.57599395e+02 
 2.81838293e+11 -5.90952690e+01 -3.57625545e+02 
 3.16227766e+11 -5.90880978e+01 -3.57624646e+02 
 3.54813389e+11 -5.90792596e+01 -3.57598326e+02 
 3.98107171e+11 -5.90684675e+01 -3.57548415e+02 
 4.46683592e+11 -5.90554225e+01 -3.57477091e+02 
 5.01187234e+11 -5.90398396e+01 -3.57387041e+02 
 5.62341325e+11 -5.90214865e+01 -3.57281579e+02 
 6.30957344e+11 -5.90002406e+01 -3.57164704e+02 
 7.07945784e+11 -5.89761630e+01 -3.57040998e+02 
 7.94328235e+11 -5.89495842e+01 -3.56915297e+02 
 8.91250938e+11 -5.89211877e+01 -3.56792003e+02 
 1.00000000e+12 -5.88920633e+01 -3.56673990e+02 
